Дата аукциона,Объем предложения,Совокупный объем спроса по номиналу,Объем размещения по номиналу,Доходность по средне-взвешенной цене
2020-10-28,197994.51844382702,483245.57437644276,99486.30379502857,15.51811785423239
2020-11-04,145867.99067232505,331916.93860981765,106099.98984612963,11.155960285792503
2020-11-11,123326.98703853803,238473.60103048,70274.8777618927,6.299735898726779
2020-11-18,96189.49123867863,192182.49588159038,57802.836051578,12.734324333249173
2020-11-25,195486.80691609057,187595.2423974473,163485.82366645968,10.437502193045711
2020-12-02,180221.3381566258,198451.56310953372,152523.6570544162,14.381152896481103
2020-12-09,191692.13292110348,376008.2684937499,143498.3119342126,12.178472402012138
2020-12-16,180335.74767180774,319200.86812863423,92907.81040089234,15.309486955069778
2020-12-23,153429.01265473416,299197.7375305615,93259.91917063762,12.588854702326572
2020-12-30,109079.66084812378,208025.3915354589,60353.396221446594,12.57845304603036
2021-01-06,199912.05886559997,176314.53260870752,176314.53260870752,10.069079607228707
2021-01-13,180613.01755058888,384715.71941849403,141511.7677238216,13.384492092513264
2021-01-20,181777.3341952022,270309.9028840395,120612.2752487983,12.675933855635847
2021-01-27,171176.89129118877,358767.0324354791,153872.07576624496,10.35583314812933
2021-02-03,172675.13242625323,173427.20068442545,133347.42976064706,6.057586604981216
2021-02-10,98687.87448504055,140431.32651490494,68892.65767448771,12.954672066898622
2021-02-17,108283.71519055185,169223.5333002291,67002.93810166736,9.7325179162934
2021-02-24,84090.44408947272,77735.98742146512,67417.35214604023,12.682127985550162
2021-03-03,142923.55190144217,226954.00706389244,98601.942283159,14.633336495718252
2021-03-10,127862.2677704327,206447.59284833953,65570.46022738113,9.412478276261563
2021-03-17,107029.34281787855,158189.2324926327,84562.40510868577,11.336025467268785
2021-03-24,141185.7639190167,296532.67803769384,127983.88824745723,13.181230762264944
2021-03-31,193328.5543932402,160655.13756244176,115589.0146737303,6.075628749781421
2021-04-07,147121.20712319046,342299.8409700922,91471.30825431114,15.270345447963066
2021-04-14,59040.10854343413,141019.7343988852,39899.97508219807,7.014208284492165
2021-04-21,122880.76387794885,151944.54244103067,78943.08183957898,9.072899649262865
2021-04-28,170453.8846748995,292596.73566839786,111758.74566262262,12.103337833109183
2021-05-05,157422.60113347904,198897.2857624935,111262.28819600653,7.218860933369475
2021-05-12,77172.40243020204,151095.87386274972,45587.21780741994,11.251633836670601
2021-05-19,156356.9392583649,153494.16397984978,122530.07076170477,8.565627837013638
2021-05-26,194439.03128563697,315385.4751505449,175577.72094367963,11.502265421562617
2021-06-02,56511.87992822287,106036.4806163078,55138.735683157705,12.016118201463312
2021-06-09,172878.32891401852,398164.8939889149,106154.1893738202,8.120448399082267
2021-06-16,141647.14832764876,212293.4367324336,130305.55343473172,15.000231233980111
2021-06-23,103013.20689540771,123891.91854474379,91708.82164218416,8.74806035548136
2021-06-30,173392.14777705175,263617.6242439168,144570.02928177718,6.955353138346682
2021-07-07,143578.89870148594,225132.43879061946,113901.74790659583,7.680142077448634
2021-07-14,160531.06174162732,363884.59196680086,97662.26598593379,6.957145555201617
2021-07-21,53545.787906950456,101273.90899413155,43026.55820146742,11.4669741271407
2021-07-28,84792.06441739631,124181.3863900607,67599.47006255998,10.967668588591694
2021-08-04,198167.82803223308,204498.81044220578,167961.55723814,10.043187681042921
2021-08-11,114229.94223884221,230734.91103822846,96663.44190435558,15.912559937021882
2021-08-18,69259.14341811878,67665.2414689387,59713.11471847438,11.78386917006409
2021-08-25,91124.09998397088,85202.21147188441,49464.81544232398,14.941908746641182
2021-09-01,78780.09870781144,106331.993056941,48318.05622400548,9.549963058319372
2021-09-08,60413.57641191401,101639.90030819234,32249.146594448837,14.003565078223616
2021-09-15,85056.81228656495,146129.32631939344,79956.76701730564,12.508773690471942
2021-09-22,129943.6679827003,175601.6341878529,86607.57900536939,12.6948695519819
2021-09-29,199120.90418317512,383332.95378787635,155093.6212941379,13.30650510239246
2021-10-06,119780.84184255773,108071.30420012567,93566.61390690172,15.576252845053801
2021-10-13,76295.44135364894,150531.54014119552,45812.88290635417,11.358276844730813
2021-10-20,64501.46744700794,100985.47064063724,56637.55589518291,9.475715242389821
2021-10-27,149736.75867308272,322273.1749244503,144284.68003775628,8.346420818554535
2021-11-03,109897.38737139622,116393.1167166975,109484.36563390758,15.270009679242953
2021-11-10,130993.56954208393,292306.4653698683,99617.85728318628,12.235856880027598
2021-11-17,63368.664817402496,132057.74466295546,35730.84887727326,14.260676302525283
2021-11-24,167304.2131505579,335422.526287328,86676.99858073899,9.031283559453286
2021-12-01,89466.88548662643,126347.98902489418,48654.00453754009,15.369578230310628
2021-12-08,133070.33610685644,175571.84748921913,92948.40000607056,10.472025405048356
2021-12-15,140089.1500040926,234881.17759429288,134442.9950261429,10.969634829058302
2021-12-22,198823.7022234969,446840.8476282169,120140.267320274,15.305952146439163
2021-12-29,67454.95968282141,147703.73086556979,46564.944299313414,14.779743204450694
2022-01-05,180208.50351611755,391065.64032429614,161289.35308759924,9.046791390980408
2022-01-12,62137.89245768783,92278.89028432227,36460.17005434597,12.949510889024618
2022-01-19,101914.95898066783,250561.73230752512,83619.8009755354,14.224805636343609
2022-01-26,69878.70091127726,158304.92944848258,67179.88732044662,10.870619188189359
2022-02-02,140937.9406626466,295994.5737045081,82789.66836850661,11.025660764634424
2022-02-09,109799.45416584697,115161.59688661214,75077.26656030852,6.681723093854936
2022-02-16,53871.786042423046,55476.232830083165,52878.25863408971,11.49529535895017
2022-02-23,194873.324172983,299178.5680599102,127818.9852790364,11.061418628402441
2022-03-02,115926.75329493651,113565.32106942675,95107.8336914657,8.160381825095996
2022-03-09,142938.19323467443,272346.12254496576,82334.17553382507,6.613496271106682
2022-03-16,167114.23791026598,264318.02592355915,88417.11813506605,15.948663171697671
2022-03-23,58667.084149455,116252.34075864077,58188.32921696457,8.391801042159257
2022-03-30,71337.40530307943,71790.7114986184,46486.133711730115,7.010458110106467
2022-04-06,153824.20125411978,139348.73735976344,116092.82660896752,15.966968538529768
2022-04-13,172095.54042590281,317666.5192356287,112400.21140128214,12.238958362916385
2022-04-20,129056.21958674774,196725.78395055275,72962.60333479872,14.866042152404667
2022-04-27,117467.69732319837,132839.3169869905,80333.77071991387,10.14129752528927
2022-05-04,174130.68433503114,356470.66348082566,154045.135963543,6.110312644286472
2022-05-11,112423.09972696422,181932.62243746265,57290.37748911512,8.598132087450342
2022-05-18,164043.47346832024,169471.0978104634,125928.80340729324,8.152018720172375
2022-05-25,51818.11619658399,62702.121723620585,51193.027910854944,14.015371118829895
2022-06-01,193936.496648155,315990.79438153753,107609.17528757798,11.47959488973693
2022-06-08,118156.60018399413,264128.0959514357,64872.852233366204,10.882411370217781
2022-06-15,72507.29970409763,98026.17681740767,62985.53515159617,10.760181293687666
2022-06-22,106383.24277186539,156448.22592595103,77630.33993797425,13.850165438370569
2022-06-29,183812.70334103517,445574.66991979873,164227.77101841787,9.154068957480128
2022-07-06,153220.20591298133,236560.5540494679,96120.44553143215,14.408715794259226
2022-07-13,55763.95234434875,130097.04355963306,40748.87984483666,12.372014768082805
2022-07-20,148903.0883308674,345708.32388331206,121852.58512609817,12.139335847600618
2022-07-27,59997.8060841035,100873.92962157325,34503.80833748397,13.374337687214856
2022-08-03,126833.28812190118,248135.02454257285,66059.39956543937,6.847920160458032
2022-08-10,157448.50820940232,145253.0775535578,84333.8868479629,6.1210847523488745
2022-08-17,193475.20974492203,397352.4615053777,130910.300048774,8.965355812876552
2022-08-24,102455.48446187744,216889.14237586444,85108.26541397233,7.851955678674679
2022-08-31,76116.40030011265,73625.30876442697,63188.1332160764,13.64372662221736
2022-09-07,89756.9642487506,75001.4968003538,48566.22183434625,15.678600348450304
2022-09-14,94316.71662161304,198789.39610812892,76616.46671454304,9.819396396528958
2022-09-21,80853.08932933326,81367.06521184409,65289.39388643906,13.74633780637788
2022-09-28,146585.6380311696,249417.46056268658,76367.54244204209,15.684887775943839
2022-10-05,169807.1287481862,220375.26078540657,168106.53831751348,12.018815896363222
2022-10-12,137363.39873108699,284579.10550908797,124435.42790518126,12.564786073315027
2022-10-19,69214.36195493,95173.53787968494,66725.53948045314,8.246156118438519
2022-10-26,105825.053575627,162391.79364731268,76162.55507572011,12.129395824945256
2022-11-02,191461.37566170614,231510.80865200155,107362.09815653527,7.974704898599374
2022-11-09,183038.73503139042,347385.2581957177,117685.37603530631,14.159469389686173
2022-11-16,179205.4994545154,401254.4418262925,171941.09393869917,8.522410201733615
2022-11-23,163256.28931194174,258421.17944071084,150358.92433139894,13.284906771616132
2022-11-30,166467.11697495868,318863.6215391569,98001.58634849769,11.450269188969383
2022-12-07,197700.46092867624,473207.85852932674,103117.96419787916,7.648148157294371
2022-12-14,69759.31601818428,141902.01815252667,63403.730639354995,8.135113663106718
2022-12-21,125877.90394277436,280606.4126616882,109060.71320198856,11.422372054918483
2022-12-28,138552.15356881593,230580.2854149946,89889.06614505225,11.650219928590161
2023-01-04,153332.79530751362,350311.6108675894,125448.56362157718,13.61121537043158
2023-01-11,74010.74524318594,117280.9577069801,37350.692690457596,8.46678864521623
2023-01-18,158969.25726695074,395209.80105072464,87367.76304773906,10.014943158612883
2023-01-25,170010.64530487393,194978.50708826174,132190.49786738944,13.330712960296747
2023-02-01,142397.81753902684,159434.58418062446,96501.90225346225,13.837917844853973
2023-02-08,133133.9771198025,107690.78842044684,107690.78842044684,6.353113549402391
2023-02-15,161860.06740968482,185203.03302749118,158466.95274261953,9.679407513020845
2023-02-22,99039.74245071187,104299.71203072321,64653.3526223573,14.766507618282006
2023-03-01,199450.1506440871,284441.08579878433,144462.8042842548,13.220709382027371
2023-03-08,182929.36706976118,330768.37564087275,127275.45761448893,10.126218408486238
2023-03-15,154342.72197452103,124318.59403963387,124318.59403963387,9.554930104413573
2023-03-22,169129.59969156265,162040.3782234428,134306.00681910678,10.809728898861238
2023-03-29,146348.8288857841,133214.18403137443,115614.38847431634,11.614845879595237
2023-04-05,134099.01416242565,244855.28328454477,112406.34882848524,14.049889996807698
2023-04-12,90473.10801923215,199274.61990970743,67775.9240909249,6.770582791343312
2023-04-19,58782.63938659688,80426.70945633558,52460.47767388513,13.076809347409158
2023-04-26,168292.24470086096,282622.82581954193,121187.16109093008,7.474525267062839
2023-05-03,99228.91304139674,152597.48933851172,54010.31868675293,8.206119527112113
2023-05-10,139733.7941095608,286541.932124114,139618.33985816783,15.331133313435577
2023-05-17,146384.77993027872,221937.14002599177,119755.731729859,13.85651618080232
2023-05-24,67750.42863850809,101411.43727331112,62323.69673095998,9.83832951933044
2023-05-31,135780.840684078,244297.96305582364,80414.59071040616,9.622354416522883
2023-06-07,100176.69331128983,84602.6640308811,51300.07211164662,14.316970436757735
2023-06-14,90960.62149592186,152880.60035030672,59066.4426631412,15.406792451153406
2023-06-21,88894.51382986606,136045.6379834925,83237.72257565598,14.419335667918087
2023-06-28,77915.21267694159,168646.98125853034,56807.470701455124,10.829688720853552
2023-07-05,70021.99586239157,65612.19075667986,60496.879501690375,10.964611523552998
2023-07-12,115527.60539227694,235695.26022311568,101982.7387548099,7.589081676693535
2023-07-19,141533.7724216462,145794.21352894919,123939.36142548798,12.569551562671395
2023-07-26,193492.1931625187,177476.57882561427,102265.9181441754,8.821870746932001
2023-08-02,89255.8525603859,108879.99761667843,85072.18889077296,8.495461998495061
2023-08-09,90792.45891929464,189844.9475601791,65812.72254467767,13.767105569551813
2023-08-16,59804.92363465779,97414.5075146889,30907.591213352458,6.626532034553545
2023-08-23,185965.61800166164,192793.74194071165,142488.77960891937,10.110956026007065
2023-08-30,102101.49893882641,237867.56591373755,52164.85023077032,12.637896861755891
2023-09-06,194509.16513203256,340835.6697933993,188364.86004951227,6.522578792860237
2023-09-13,112818.99786112421,140151.45843447352,97634.74337307495,15.812970904972467
2023-09-20,88479.50936663717,169181.38871683032,53003.54535995562,11.653302545716098
2023-09-27,119589.87300325042,293283.2880821011,96181.7861320176,9.495063720868188
2023-10-04,67114.36773319001,70947.91416628387,41118.185513225304,8.50966661340298
2023-10-11,177592.40867617066,311511.0684585218,135271.33065318028,7.147688718692175
2023-10-18,179020.95400241524,363194.90361778764,95567.50435276711,13.078350972297686
2023-10-25,131530.7326013969,123498.55689801708,95905.67586667564,10.84696287130047
2023-11-01,74866.18102449136,180254.3195549367,69250.29552606095,12.690223373291083
2023-11-08,119344.33415009108,179016.67077687604,98517.16456829895,11.454318694069055
2023-11-15,59340.96588228284,99173.856437768,53596.86770992312,10.592398775969581
2023-11-22,57793.48663314026,123485.77893676441,34715.50084220713,8.586208348880387
2023-11-29,74705.95301484439,101702.11531771813,65619.89772136614,11.193858595039373
2023-12-06,80732.19112260688,185063.30049040943,75871.3807722654,14.70578425046007
2023-12-13,85819.43170723089,134488.22230442986,85175.34211737078,13.720124763099903
2023-12-20,54075.11318383397,49254.198156345636,39581.1274472464,15.092202058615602
2023-12-27,130805.26969290714,215342.26468320302,72300.89273062149,12.567801047242941
2024-01-03,173315.47409003382,250737.92499468962,153870.5048715028,15.644766539008117
2024-01-10,80564.96886915337,136127.43535268944,51849.114761694735,13.928544190338393
2024-01-17,136639.0048821736,256716.01099039463,122832.6008167426,9.95970472662455
2024-01-24,187263.51026105648,319499.46468552283,108421.34242393351,12.958991181688024
2024-01-31,168989.20256573817,226191.1775113368,156921.6208309247,15.061432547657663
2024-02-07,91535.67310667134,226274.9485190864,52207.89877024136,8.020156684024899
2024-02-14,77633.72588570391,180093.35926392773,64214.447270978795,7.5210428322227285
2024-02-21,116048.51275525235,214226.32541221252,62867.19784337413,14.824163684073387
2024-02-28,170540.5303162303,282901.41709767387,167737.40808273503,10.177609792750998
2024-03-06,197616.54785547467,382479.7137766292,161519.04694947862,7.65954895295785
2024-03-13,182289.1637456966,278306.7851221854,105931.2778087005,6.12607519975759
2024-03-20,133963.3525457574,227279.45860516877,115165.18773213231,14.902580530178021
2024-03-27,61910.98769645443,126517.82952004856,36756.92313082423,14.581770531571639
2024-04-03,172859.52707924842,297205.9213115594,147815.88068035795,9.143501131837484
2024-04-10,120675.18483992219,265097.1615262071,88048.54869967155,9.577982653254418
2024-04-17,124131.86708754499,274086.108072158,82870.93393523083,7.737615931357438
2024-04-24,156802.10304961712,345617.3878435387,86291.1356638589,8.398741127559447
2024-05-01,71295.79846414909,99208.13205905857,51701.96554716082,13.488263369633065
2024-05-08,147672.1377322511,274017.25338136015,99854.04969069331,14.4144755308476
2024-05-15,120693.07510972468,297445.4759888609,98614.81991864674,7.262647415645027
2024-05-22,151426.6343113151,204831.29910750932,127677.42587090543,6.696411481624057
2024-05-29,76232.21557639391,171884.84269713424,46775.30827098009,14.3704112524294
2024-06-05,91891.41326816156,173941.18699023986,77838.9452444424,11.12654753145053
2024-06-12,95796.60150450969,111267.31579878244,49488.01443885916,9.039464012407239
2024-06-19,147974.41857969246,354416.22179649875,138445.19765329477,13.660647765353026
2024-06-26,168267.1014879948,324835.3210004014,106032.40828302233,15.071950307058298
2024-07-03,150609.8467858751,263981.26928842353,83662.97686948153,10.470555438064254
2024-07-10,119053.74068028895,270223.1965527663,92067.1280649337,9.804005489704096
2024-07-17,196520.0492765989,194206.02739719625,139779.64361510583,6.420246751714053
2024-07-24,160985.61811503954,380043.6005876295,103033.80035400506,14.583416767991208
2024-07-31,93832.73456928467,220348.28086839634,82289.52087241715,14.049067768414385
2024-08-07,52700.983340068175,128420.5760713202,45498.62959343854,9.047510953861334
2024-08-14,174409.19972882705,222997.16755088372,163312.7492239083,7.12580390411937
2024-08-21,155552.89661911936,267424.5815027193,85284.55654080612,8.418938282588389
2024-08-28,51860.60544159722,82816.4882043233,33742.20213156575,11.983574842977589
2024-09-04,94585.67115629258,123894.22269766213,82440.5493285566,6.481428359783535
2024-09-11,185434.2492787981,417013.5493728251,154634.05468887617,11.932215701073844
2024-09-18,183845.37472094785,204998.86349110524,99181.74496766002,8.395101699095381
2024-09-25,169186.74180502855,145321.16753446334,133894.96566725237,15.954375161913099
2024-10-02,178354.41407563092,300787.1698412809,94852.5255813452,14.313735143857098
2024-10-09,139846.77622658157,139201.53648669258,76486.207467254,15.096268194365924
2024-10-16,150380.03944071176,332307.94025372545,141280.46056635628,11.717723520483222
2024-10-23,127616.9527632562,195474.2808452106,84032.35524293534,10.345959608587117
2024-10-30,166081.94835952346,302812.2062042306,157156.9776557381,10.433800143791878
2024-11-06,141063.4368078131,264243.2517534582,112265.1360360869,13.026337730855163
2024-11-13,85615.02025622095,143064.27603330923,47269.11442992913,9.845113276448126
2024-11-20,123150.06029318966,235066.5249436518,120104.00836486483,12.006510665483558
2024-11-27,161539.08742648398,268260.2572591443,131985.83699423555,6.7093221613377345
2024-12-04,88158.73712627705,124757.85962876513,64906.57730210449,6.456487455023837
2024-12-11,71003.61463299765,90216.07964643171,69992.97371054754,9.313470071030508
2024-12-18,122306.15871681238,138617.65553636572,98504.16151543563,8.806832155159743
2024-12-25,81048.88676576402,136014.09141027034,40747.562829236005,6.076640326492253
2025-01-01,82860.32136527867,71460.92171846412,45905.68503413716,9.388606493387517
2025-01-08,170387.85193697194,302009.51877973956,128870.10226004895,8.934888232081217
2025-01-15,189763.05791492245,279886.38637969847,103145.02383217964,12.170665161178013
2025-01-22,67075.75902149022,93025.98458704543,50555.39997377656,14.742225246851758
2025-01-29,124031.9870510178,247299.92493814955,123586.51618489146,7.314891198979816
2025-02-05,91209.72882792793,134149.3837196662,64842.281302216754,10.110210752655458
2025-02-12,186141.65038348324,374862.38558365067,149649.06510552578,9.093727178627821
2025-02-19,173568.5576331942,420661.2543390347,158051.37953314665,6.015651051914729
2025-02-26,145460.20552751105,129013.04168231144,91465.90237131252,6.595247003477716
2025-03-05,140569.31794240818,276528.36329177424,78331.38356908486,9.838388830449794
2025-03-12,118435.4763433313,169053.63080260498,66384.56496262352,10.189477901874755
2025-03-19,162676.7071712627,149778.56392233598,87860.06392152613,9.547712918359842
2025-03-26,191258.85674283875,370386.8334992602,160530.2483808727,9.61919990837865
2025-04-02,139049.11868128076,113634.13970245911,113634.13970245911,15.132869475762368
2025-04-09,141886.0202517229,324250.3639563733,122303.83793064339,7.205584164036902
2025-04-16,185367.99609287624,169232.55275189382,142174.23822891654,7.421371237934577
2025-04-23,51755.99160963561,78537.55605215474,33513.05799974254,10.86000493797603
2025-04-30,136579.98301018262,119419.5853879693,76689.88548419013,11.586423964504254
2025-05-07,101475.10297589873,206968.10543255726,83833.23259354227,14.456043629899067
2025-05-14,153873.9240003838,235562.94847745617,128712.96945474982,8.753811742554186
2025-05-21,95947.02481673191,205448.94367560657,69389.82461779397,13.983803405183526
2025-05-28,173363.35605024177,391429.4891349198,166137.15840478917,10.309852205132962
2025-06-04,97830.02274817083,175090.09645807647,67070.91468828382,12.01074166800233
2025-06-11,155837.8793965737,307045.5865384743,107103.70351582693,7.668602016987528
2025-06-18,114579.40076933113,119438.7183050702,108283.09284362505,9.458774607378574
2025-06-25,73168.96208349857,61700.54617221042,60211.55788918445,12.369023174547433
2025-07-02,101090.62498719375,93196.47941621106,71250.13299248312,9.112174950633936
2025-07-09,151568.0959602514,277343.04936821765,103414.43657110099,8.178925542549901
2025-07-16,198205.39492333878,311539.7860011915,167312.53082085992,7.405529675783608
2025-07-23,122838.45494890967,104021.12976844209,92463.89033952414,15.640174071177023
2025-07-30,107631.00694787003,93240.01172895824,55481.40494769335,9.879867599468694
2025-08-06,74003.7404694791,62140.834584935175,62140.834584935175,10.585230088818907
2025-08-13,93386.71579589818,217604.2537252653,52116.2759324879,15.559188289553193
2025-08-20,97095.00760660293,224317.2603302095,77818.87539236165,14.267073597414875
2025-08-27,197601.97448156963,254963.70232440543,193762.12207120593,9.894818949024204
2025-09-03,107826.78571053834,148656.26906186884,83102.51388503084,7.541450431784871
2025-09-10,133056.72280370168,228977.07225561884,117216.44054355286,14.336499619375855
2025-09-17,116066.20254686361,152507.10470249012,73083.10963316978,7.9462383670487196
2025-09-24,58647.13732985373,81059.81905706847,37248.195421661905,15.664173858664073
2025-10-01,133656.3239375066,185831.87227202865,105619.74482557367,7.391967013456955
2025-10-08,116606.56238033043,217424.40339559593,86807.62895042262,10.017788006543242
2025-10-15,199077.25833495473,457187.9105126373,161591.6036575058,11.693773611822827
2025-10-22,143099.07197368762,163452.13644992723,99821.45816829443,6.394595328908993
2025-10-29,121331.905623024,209072.0773703654,74482.60755478362,15.640288471655138
2025-11-05,186418.1916405863,377989.6346130616,142925.58121014695,14.69969159647685
2025-11-12,69597.85157351944,149208.51291872218,39142.556028635016,13.942106625494054
2025-11-19,91365.13523770354,209322.4574259156,88808.8344050729,7.487959694051156
2025-11-26,119401.34075980903,294644.12658367376,88560.41837413213,14.635475225145452
2025-12-03,138309.72831969798,198897.80456660796,88918.1871213592,8.032230910860873
2025-12-10,164269.72870665457,239360.52008824132,124128.4050883707,10.923254800011819
2025-12-17,136591.8543849697,310265.82214595686,135276.4299966641,10.07584208573817
2025-12-24,174127.83831594547,365615.74341941753,136997.59742225762,15.56047143611933
2025-12-31,80071.17732926042,78930.09559446195,74224.45870889603,10.391498166337483
2026-01-07,177045.32813105907,410435.92483492434,94051.57664381196,14.834647629860607
2026-01-14,117247.85830541333,195538.3840912517,95357.2441306516,15.263826067300867
2026-01-21,52867.41416446461,85150.04925457394,44612.75010583628,13.227069576982284
2026-01-28,153879.8647305662,158271.55298266147,99975.40868506438,9.587155254170135
2026-02-04,170665.58115192575,217409.48148823346,103312.83313095875,15.574480190380962
2026-02-11,51329.49276702033,128133.5794842835,43035.193365643165,14.28469299449117
2026-02-18,94192.90945192898,77646.60357176661,77646.60357176661,14.341445970006758
2026-02-25,161071.41979302786,167972.6034431819,141213.56247133444,13.68922782107641
2026-03-04,148781.07735050825,312796.9034368253,137319.0902498271,12.136041142374584
2026-03-11,63290.70709545186,103098.49076087661,34102.59419615457,10.075430310324307
2026-03-18,111065.97336884415,101316.23960039008,74904.03275260216,7.109980987913149
2026-03-25,171235.28150138332,412860.18923368456,91809.20674968213,15.551152072917015
2026-04-01,128386.48990051178,168091.5079285899,69127.27097584365,11.006242680704178
2026-04-08,169177.3316736123,338700.97126589617,88837.21713684782,6.729018353679035
2026-04-15,110430.99239489557,143780.4718301552,68046.71190349547,8.810044989087135
2026-04-22,170522.4114945327,405790.08370287315,119800.74993415317,15.061110021324971
2026-04-29,98224.3551871823,158135.60096034946,60212.95387563195,12.40476042175844
2026-05-06,196847.16727622133,359430.77474669967,133640.9280727545,12.478174459905283
2026-05-13,68438.10176980814,158141.32039142118,51434.10619601786,10.493497420396421
2026-05-20,137879.71826802788,256750.3136801044,73888.07310450003,12.826172212234024
2026-05-27,86289.75204732944,173763.35421316756,78633.03775252144,14.039585075525203
2026-06-03,132875.14511118337,223800.12095848817,75929.90460352876,13.753461504031357
2026-06-10,90711.40706700715,149164.22482245427,58249.15501457967,7.338283629996932
2026-06-17,144433.65453376048,128887.4600181452,126281.61082394514,9.175867952611167
2026-06-24,50020.203950672796,83479.69560316096,26181.872985350885,8.761695578208995
2026-07-01,156046.47311835742,141467.41889855397,141467.41889855397,6.0381992265858315
2026-07-08,87023.58038028533,179228.27456809796,57273.27058856927,7.018923880660135
2026-07-15,104035.08782006417,131049.73205750014,95853.34728417541,9.13347917585143
2026-07-22,168339.8707664011,389905.88732902735,120684.31955706382,15.09943143854392
2026-07-29,106597.70809447893,259984.7008316232,58057.883382875385,12.870192665032427
2026-08-05,124072.1060685393,181021.57115815196,101287.00069973026,13.038570916343312
2026-08-12,50654.49044754636,54900.362544563766,43386.73740403156,12.663854135782065
2026-08-19,194907.12576930158,408089.5707247625,190109.75074655647,13.02540501534807
2026-08-26,94707.83129591648,92730.36661450368,84376.33692435516,12.441492214759158
2026-09-02,57227.90185899443,80810.70712286844,55991.77389911657,11.004011457102012
2026-09-09,114909.3704029557,181337.25120867556,69455.97635322172,9.687071708647952
2026-09-16,105471.9883980765,93764.97045751127,93214.43620392874,10.16504431903879
2026-09-23,173326.98302246348,389221.61745857034,105035.63647104049,12.573534821701285
2026-09-30,120842.27062444725,277486.05231648375,73456.43208109518,12.778132003100442
2026-10-07,141162.8183379084,183795.75568708728,80222.8934424065,12.516397604772767
2026-10-14,160789.6187198496,214906.01542003517,132236.0036293626,9.951309076115033
2026-10-21,156981.03249239267,178748.9592138254,148363.9513732187,8.874095964655798
2026-10-28,105167.89816342293,94520.31298158948,58447.70157640246,11.158619027123281
2026-11-04,90138.90150919573,200136.87983515224,45731.67371100047,9.790940486719363
2026-11-11,100601.8320153639,83786.93724629779,56556.76039981649,10.136426749186352
2026-11-18,123929.68766711699,184319.70371102673,94864.31416171599,11.951316749056815
2026-11-25,51488.573169175346,81813.3744128094,50548.887166030414,11.190322801295487
2026-12-02,151631.34011884299,201695.24110304244,134496.34501428826,13.72921481876115
2026-12-09,128194.40714812084,315258.69857270096,72144.62124846922,6.1694766488958095
2026-12-16,165523.7317635644,359544.75972989434,92710.44045627999,8.655828329586061
2026-12-23,52632.854504994335,68350.32164566377,46662.759133337226,11.17960527712579
2026-12-30,102214.33897524321,146366.5178901496,51176.34946648485,8.998005275652359
